,ip,tcm_id,response,xd
37475,40653261,tcm:526-695181,0,07-24
24816,54746273,tcm:526-70899,1,04-25
9998,33048621,tcm:526-249921,0,02-27
46372,15566023,tcm:526-674187,0,03-27
72306,2603927,tcm:526-682576,0,03-27
35189,59657283,tcm:526-276414,0,02-27
39810,96126295,tcm:526-681575,0,03-27
14511,97741551,tcm:526-261006,0,01-30
3835,24600825,tcm:526-10838,0,09-26
42140,3201801,tcm:526-681575,0,03-27
79557,96738148,tcm:526-191289,0,06-26
77405,72820492,tcm:526-237984,0,06-26
67374,35474446,tcm:526-231792,0,10-30
61594,66246774,tcm:526-116442,0,08-28
72190,2247004,tcm:526-653510,0,07-24
23947,61880277,tcm:526-187302,0,02-27
39979,15889516,tcm:526-93195,0,05-30
57133,38665468,tcm:526-248966,0,10-30
30844,68235149,tcm:526-258965,0,09-26
66957,93881267,tcm:526-12174,0,07-24
26118,11847682,tcm:526-12180,0,03-27
61142,30797820,tcm:526-22867,0,09-26
18931,20124918,tcm:526-244935,0,06-26
617,24151170,tcm:526-248966,0,10-30
72024,55769230,tcm:526-681575,1,03-27
56109,20708651,tcm:526-80807,1,03-27
72694,25181618,tcm:526-224772,0,02-27
63590,67069340,tcm:526-12174,0,04-25
33874,88491457,tcm:526-10838,0,09-26
68245,60440839,tcm:526-653510,0,06-26
75656,56044520,tcm:526-704480,0,08-28
58828,59848676,tcm:526-209216,0,01-30
33077,93240481,tcm:526-52560,0,02-27
40049,69204841,tcm:526-116442,0,05-30
80377,5723995,tcm:526-273898,1,01-30
10999,61808163,tcm:526-52560,0,02-27
77388,72820492,tcm:526-46242,0,05-30
26894,45544986,tcm:526-10849,1,09-26
33709,79453403,tcm:526-388698,0,04-25
38086,5000932,tcm:526-93195,0,05-30
33410,1565484,tcm:526-12180,0,03-27
55357,63355597,tcm:526-149043,0,07-24
80117,28825733,tcm:526-80807,0,03-27
1036,74847840,tcm:526-418532,0,03-27
4923,74147321,tcm:526-385364,0,01-30
2758,49409989,tcm:526-209028,0,01-30
11355,22625386,tcm:526-653510,0,07-24
18949,20124918,tcm:526-655038,0,01-30
24971,37093906,tcm:526-418532,0,02-27
1708,37478512,tcm:526-12174,0,05-30
74831,16506953,tcm:526-784445,0,01-30
5271,36912302,tcm:526-551763,0,02-27
44286,19475507,tcm:526-551763,0,02-27
22759,96393018,tcm:526-707527,0,09-26
370,21638664,tcm:526-679101,0,04-25
11087,31437659,tcm:526-418532,0,03-27
52463,85837,tcm:526-199040,0,08-28
30566,83584721,tcm:526-46242,0,05-30
52715,77127264,tcm:526-164352,0,05-30
39699,17565592,tcm:526-239640,0,08-28
1634,37478512,tcm:526-276414,0,02-27
425,20320556,tcm:526-12174,0,08-28
76562,82988206,tcm:526-237984,0,06-26
13317,3957311,tcm:526-276414,0,02-27
54610,24409890,tcm:526-681575,0,03-27
20963,49553283,tcm:526-199040,0,08-28
66625,83613889,tcm:526-16645,0,07-24
51708,70642143,tcm:526-208086,1,04-25
47734,30700990,tcm:526-12167,0,09-26
68389,64083953,tcm:526-385364,0,01-30
14215,3202598,tcm:526-209028,0,01-30
18752,86946414,tcm:526-682576,0,03-27
78392,2204339,tcm:526-388698,0,04-25
346,21638664,tcm:526-707567,0,09-26
74166,94525702,tcm:526-208086,0,06-26
44907,85962128,tcm:526-249921,0,02-27
23827,51769958,tcm:526-149043,0,07-24
21359,28584938,tcm:526-418532,0,02-27
64205,99604510,tcm:526-418532,0,02-27
38314,86716975,tcm:526-261006,0,01-30
74917,94832306,tcm:526-244935,0,07-24
49766,78948207,tcm:526-153236,0,10-30
854,52856695,tcm:526-12174,0,10-30
44755,66260258,tcm:526-12174,0,06-26
56615,2062825,tcm:526-12174,0,04-25
35994,55348534,tcm:526-707527,1,09-26
70579,44004,tcm:526-16645,0,06-26
11766,69669303,tcm:526-551763,0,02-27
51267,6050700,tcm:526-224772,0,02-27
37963,9568870,tcm:526-418532,0,03-27
65609,74892057,tcm:526-670542,0,03-27
72904,52974269,tcm:526-258965,0,09-26
27108,46224161,tcm:526-12174,0,07-24
24648,58747817,tcm:526-695181,0,08-28
73904,35364364,tcm:526-10838,0,09-26
30677,80365990,tcm:526-653510,1,05-30
28533,22994233,tcm:526-681575,1,03-27
34655,47871872,tcm:526-10787,0,02-27
25869,68616234,tcm:526-261006,0,01-30
36591,80736166,tcm:526-682576,0,03-27
51556,16217778,tcm:526-418532,0,02-27
42823,18557857,tcm:526-187302,0,02-27
32390,31265976,tcm:526-273898,0,01-30
6856,33376427,tcm:526-22867,0,08-28
27189,45773612,tcm:526-258965,0,09-26
13034,741338,tcm:526-656536,0,04-25
31028,87049516,tcm:526-10849,0,09-26
52253,66969993,tcm:526-209216,0,01-30
36220,24516021,tcm:526-208086,0,05-30
70427,90009875,tcm:526-237984,0,06-26
61685,25659081,tcm:526-261006,1,01-30
42981,75404459,tcm:526-276414,0,02-27
34474,37607223,tcm:526-679101,0,04-25
23952,61880277,tcm:526-12167,0,09-26
7595,1285174,tcm:526-208086,0,05-30
26131,11847682,tcm:526-12174,0,08-28
8050,430968,tcm:526-653510,0,06-26
11853,42441995,tcm:526-199040,0,08-28
74736,92234515,tcm:526-116442,0,10-30
69717,89514764,tcm:526-249037,0,04-25
59706,43642583,tcm:526-46242,0,05-30
22699,39216366,tcm:526-208086,0,04-25
47405,86708778,tcm:526-12180,0,03-27
71444,21018099,tcm:526-681575,1,03-27
3764,46970339,tcm:526-116442,0,08-28
13039,741338,tcm:526-46242,0,05-30
37310,1568403,tcm:526-16645,0,07-24
22783,96393018,tcm:526-782343,0,01-30
73566,26140567,tcm:526-707567,0,09-26
5524,65235407,tcm:526-258965,0,09-26
67697,93219641,tcm:526-688510,0,05-30
58369,93560826,tcm:526-782343,0,04-25
53889,17945132,tcm:526-209028,1,01-30
67253,9140781,tcm:526-12174,0,10-30
22305,39755942,tcm:526-12174,0,09-26
15872,74586798,tcm:526-248966,0,10-30
53196,92796413,tcm:526-655038,0,01-30
1405,16258638,tcm:526-80807,0,03-27
61055,86312273,tcm:526-208086,0,06-26
40792,83378529,tcm:526-208086,0,03-27
5801,22889057,tcm:526-46242,0,05-30
13638,9457433,tcm:526-153236,0,10-30
69062,33776858,tcm:526-782343,0,01-30
14490,97741551,tcm:526-670542,0,03-27
76586,82988206,tcm:526-80807,1,03-27
26200,59258749,tcm:526-782343,0,04-25
43963,8646481,tcm:526-418532,0,02-27
35007,96007065,tcm:526-208086,0,05-30
45134,50582333,tcm:526-231792,1,10-30
52940,88547243,tcm:526-707567,0,09-26
27387,88822933,tcm:526-204679,0,01-30
8342,10206289,tcm:526-208086,0,08-28
4815,4589648,tcm:526-224772,0,02-27
1932,7065821,tcm:526-22867,1,10-30
30477,98856504,tcm:526-695181,0,07-24
25862,16669228,tcm:526-782343,0,04-25
72105,26715024,tcm:526-116442,0,10-30
19352,62091486,tcm:526-12174,0,10-30
76550,82988206,tcm:526-346380,0,01-30
50132,65182315,tcm:526-13782,0,08-28
42678,83839662,tcm:526-52560,0,02-27
42868,18557857,tcm:526-679101,0,04-25
3719,50563145,tcm:526-228258,0,02-27
58267,45841437,tcm:526-784445,0,01-30
18303,9707359,tcm:526-244935,0,07-24
57536,5902652,tcm:526-704480,0,08-28
59919,16565679,tcm:526-12174,0,04-25
57065,27860691,tcm:526-12167,0,10-30
30463,98856504,tcm:526-656536,0,04-25
68455,23244109,tcm:526-653510,0,05-30
73691,98500679,tcm:526-418532,0,02-27
56175,9980799,tcm:526-653510,0,06-26
24218,85584686,tcm:526-116442,0,09-26
49694,27079591,tcm:526-70899,1,04-25
12335,67272509,tcm:526-187302,1,02-27
59169,65362127,tcm:526-688510,0,05-30
40029,69204841,tcm:526-40469,1,07-24
47377,50418003,tcm:526-653510,0,06-26
36564,80736166,tcm:526-653510,0,06-26
63644,67069340,tcm:526-116442,0,05-30
11954,18598729,tcm:526-116442,0,09-26
72228,2247004,tcm:526-93195,1,04-25
80755,85231179,tcm:526-209216,0,01-30
21545,684630,tcm:526-258965,0,09-26
15133,27719425,tcm:526-208086,0,07-24
65942,42868623,tcm:526-10787,0,02-27
17607,78576320,tcm:526-93195,0,05-30
31253,96097009,tcm:526-208086,0,03-27
51759,80292489,tcm:526-208086,0,08-28
57598,5902652,tcm:526-116442,0,09-26
39966,15889516,tcm:526-116442,0,10-30
61794,61029292,tcm:526-244935,0,06-26
19858,97626415,tcm:526-695181,0,08-28
62958,26442530,tcm:526-231792,0,10-30
52637,35538722,tcm:526-276414,1,02-27
12321,64410540,tcm:526-22867,0,10-30
31662,7174105,tcm:526-258965,0,09-26
5393,4258605,tcm:526-208086,0,10-30
47837,98635441,tcm:526-228258,0,02-27
56024,8821493,tcm:526-688510,0,05-30
13105,43847446,tcm:526-208086,0,09-26
23392,16097501,tcm:526-228258,0,02-27
80513,15613837,tcm:526-249921,0,02-27
67938,1885955,tcm:526-70899,0,04-25
32847,75532794,tcm:526-653510,0,06-26
37641,25147697,tcm:526-231792,0,10-30
71929,31171982,tcm:526-653510,0,07-24
55780,63118134,tcm:526-10787,0,02-27
74666,29357068,tcm:526-16645,0,07-24
41923,21717468,tcm:526-12174,0,08-28
29850,8545330,tcm:526-40469,0,07-24
51493,59778240,tcm:526-13782,0,07-24
9251,48057319,tcm:526-116442,0,05-30
69263,42599603,tcm:526-674187,0,03-27
73611,26140567,tcm:526-12174,0,06-26
20513,28433552,tcm:526-12167,0,10-30
10748,40468399,tcm:526-12167,0,10-30
65054,98780480,tcm:526-12174,0,06-26
16530,99839210,tcm:526-684643,1,04-25
4330,41220351,tcm:526-208086,0,05-30
56361,31443292,tcm:526-239640,0,07-24
21495,12023267,tcm:526-261006,0,01-30
28694,13134971,tcm:526-13782,0,07-24
7540,8703081,tcm:526-12174,0,10-30
714,56395953,tcm:526-239640,1,07-24
19089,94633191,tcm:526-655038,0,01-30
52128,90730163,tcm:526-492865,0,02-27
79919,4974617,tcm:526-654768,0,03-27
46855,894173,tcm:526-276414,1,02-27
19209,45342167,tcm:526-18025,1,10-30
72361,31084445,tcm:526-70899,0,04-25
25735,96388298,tcm:526-22867,0,09-26
38621,40778321,tcm:526-12174,1,09-26
6913,33376427,tcm:526-12174,0,05-30
32263,48797292,tcm:526-346380,0,01-30
58382,93560826,tcm:526-12174,0,05-30
26222,59258749,tcm:526-224772,1,02-27
27614,42937108,tcm:526-12174,0,06-26
67267,9140781,tcm:526-684643,1,04-25
61254,81582489,tcm:526-149043,0,05-30
71202,65952999,tcm:526-492865,0,02-27
27238,45773612,tcm:526-653510,0,07-24
31298,34132491,tcm:526-712788,0,06-26
56648,2062825,tcm:526-248966,0,10-30
415,20320556,tcm:526-22867,0,09-26
73134,93058502,tcm:526-208086,0,09-26
35557,30354784,tcm:526-191289,0,06-26
76420,63680941,tcm:526-12174,0,09-26
21244,46718781,tcm:526-695181,0,07-24
4068,50631052,tcm:526-707567,0,09-26
71874,42147170,tcm:526-244935,0,06-26
12627,31546909,tcm:526-209216,0,01-30
44614,95340972,tcm:526-418532,0,03-27
3571,48302410,tcm:526-13782,1,07-24
54197,12783832,tcm:526-199040,0,08-28
49086,59350046,tcm:526-237984,0,06-26
52748,6567408,tcm:526-93195,0,05-30
2440,88216067,tcm:526-224772,1,02-27
51059,10940177,tcm:526-670542,0,03-27
41479,19579005,tcm:526-187302,0,02-27
19243,19695368,tcm:526-551763,0,02-27
52887,88547243,tcm:526-12174,0,05-30
44950,85962128,tcm:526-681575,0,03-27
73162,1828956,tcm:526-22867,0,09-26
66923,93881267,tcm:526-695181,0,08-28
80371,5723995,tcm:526-149043,0,05-30
36834,75256835,tcm:526-16645,0,05-30
23470,81557882,tcm:526-695181,0,07-24
29795,74362675,tcm:526-13782,0,08-28
65373,28658409,tcm:526-248966,0,10-30
56638,2062825,tcm:526-204679,0,01-30
53124,13413877,tcm:526-22867,1,08-28
59923,16565679,tcm:526-208086,0,04-25
57552,5902652,tcm:526-782343,1,01-30
78979,63711636,tcm:526-40469,0,07-24
18952,20124918,tcm:526-782343,1,01-30
1724,19695842,tcm:526-655038,0,01-30
35181,59657283,tcm:526-16645,0,07-24
46795,91030260,tcm:526-22867,0,09-26
2489,88216067,tcm:526-70899,0,04-25
32699,35156684,tcm:526-385364,1,01-30
58395,93560826,tcm:526-674187,0,03-27
3966,42072357,tcm:526-116442,0,09-26
11920,18598729,tcm:526-116442,0,10-30
55340,63355597,tcm:526-10787,0,02-27
32933,62585640,tcm:526-249037,0,04-25
10442,2125585,tcm:526-654768,0,03-27
38150,59563667,tcm:526-80807,0,03-27
49543,93683656,tcm:526-199040,0,08-28
31577,17881633,tcm:526-199040,0,08-28
74219,64069272,tcm:526-16645,0,06-26
26197,59258749,tcm:526-13782,0,08-28
44810,53620647,tcm:526-261006,1,01-30
77310,922777,tcm:526-695181,0,07-24
1967,49237189,tcm:526-654768,0,03-27
12434,48425803,tcm:526-12174,0,07-24
12686,74859511,tcm:526-208086,0,07-24
8306,10206289,tcm:526-12167,0,10-30
74754,92234515,tcm:526-695181,1,07-24
29775,74362675,tcm:526-679101,0,04-25
45679,89907129,tcm:526-239640,0,07-24
74608,42710923,tcm:526-46242,0,05-30
1524,60356270,tcm:526-12174,0,07-24
13955,55919570,tcm:526-388698,0,04-25
823,52856695,tcm:526-385364,0,01-30
39755,17565592,tcm:526-276414,0,02-27
49973,67695988,tcm:526-187302,0,02-27
12765,17596063,tcm:526-249921,0,02-27
67820,25464914,tcm:526-149043,0,07-24
27436,30087646,tcm:526-70899,1,04-25
51244,6050700,tcm:526-784445,0,01-30
35397,68467916,tcm:526-388698,0,04-25
54593,24409890,tcm:526-10787,0,02-27
59963,89807923,tcm:526-12174,0,04-25
56627,2062825,tcm:526-13782,0,07-24
45140,50582333,tcm:526-208086,0,10-30
36909,47235612,tcm:526-551763,1,02-27
65970,42868623,tcm:526-248966,0,10-30
37973,9568870,tcm:526-249921,0,02-27
28215,1129968,tcm:526-13782,0,07-24
59163,65362127,tcm:526-681575,1,03-27
47918,44368350,tcm:526-704480,0,08-28
75152,23664233,tcm:526-244935,1,07-24
56573,96317245,tcm:526-93195,0,05-30
26378,17435301,tcm:526-12180,0,03-27
43111,56196520,tcm:526-52560,0,02-27
9483,30848221,tcm:526-655038,0,01-30
7160,26211712,tcm:526-12174,0,09-26
55748,63118134,tcm:526-695181,0,07-24
57212,2853693,tcm:526-12174,0,09-26
14662,10216599,tcm:526-208086,0,04-25
75719,10792231,tcm:526-695181,0,07-24
12325,64410540,tcm:526-208086,0,07-24
75902,92051010,tcm:526-13782,0,08-28
61558,66246774,tcm:526-16645,0,07-24
12928,66870713,tcm:526-674187,0,03-27
17405,65393045,tcm:526-418532,1,03-27
65709,65908968,tcm:526-712788,0,06-26
13723,50153164,tcm:526-199040,0,08-28
32464,95406142,tcm:526-204679,0,01-30
19760,33906107,tcm:526-46242,0,05-30
36542,80736166,tcm:526-688510,0,05-30
54084,58086379,tcm:526-674187,0,03-27
37417,73286617,tcm:526-259315,0,10-30
28493,8117284,tcm:526-784445,0,01-30
8019,430968,tcm:526-187302,0,02-27
9111,533542,tcm:526-782343,1,01-30
65334,32353688,tcm:526-12174,0,09-26
68015,26712968,tcm:526-551763,0,02-27
61923,44841557,tcm:526-149043,0,05-30
73819,25157725,tcm:526-16645,1,07-24
37902,49876134,tcm:526-164352,0,05-30
13860,18764487,tcm:526-22867,0,08-28
70780,15468311,tcm:526-273898,1,01-30
34295,1103855,tcm:526-224772,0,02-27
33477,1565484,tcm:526-209028,0,01-30
42846,18557857,tcm:526-40469,1,07-24
66360,26658080,tcm:526-10838,0,08-28
40168,69907882,tcm:526-208086,0,05-30
16303,95398581,tcm:526-244935,0,07-24
1643,37478512,tcm:526-682576,0,03-27
6352,31574728,tcm:526-12174,1,08-28
48060,4632747,tcm:526-654768,0,03-27
59154,65362127,tcm:526-12167,0,09-26
45648,89907129,tcm:526-712788,0,06-26
2033,49237189,tcm:526-258965,0,09-26
23905,91125739,tcm:526-204679,0,01-30
64539,45552080,tcm:526-10838,0,08-28
79955,53218502,tcm:526-244935,0,06-26
44768,66260258,tcm:526-10787,0,02-27
55975,8821493,tcm:526-670542,1,03-27
6549,29923938,tcm:526-12174,0,09-26
80655,81024843,tcm:526-208086,0,04-25
2686,58648991,tcm:526-208086,0,05-30
20151,84796812,tcm:526-492865,0,02-27
18877,35718610,tcm:526-10849,0,09-26
51942,61558630,tcm:526-388698,0,04-25
13942,55919570,tcm:526-208086,0,08-28
722,77816729,tcm:526-208086,0,09-26
4328,41220351,tcm:526-237984,0,06-26
79371,97362416,tcm:526-684643,0,04-25
75193,23664233,tcm:526-12174,0,09-26
58810,59848676,tcm:526-149043,0,07-24
61784,39035769,tcm:526-653510,0,05-30
48006,4632747,tcm:526-688510,0,05-30
3858,24600825,tcm:526-249921,0,02-27
1343,21345577,tcm:526-712788,0,06-26
29228,76442608,tcm:526-249921,0,02-27
70005,22186520,tcm:526-22867,1,08-28
55668,33850801,tcm:526-418532,0,02-27
68112,91186079,tcm:526-707567,0,09-26
28834,72499089,tcm:526-187302,0,02-27
62490,12478092,tcm:526-52560,0,02-27
70112,83457412,tcm:526-52560,0,02-27
46870,894173,tcm:526-782343,0,01-30
1182,66966434,tcm:526-149043,0,05-30
16903,54841031,tcm:526-388698,0,04-25
72968,47778664,tcm:526-258965,0,09-26
71205,65952999,tcm:526-224772,1,02-27
77308,922777,tcm:526-208086,0,07-24
40435,50197021,tcm:526-237984,0,06-26
36569,80736166,tcm:526-16645,0,06-26
39536,14491561,tcm:526-208086,0,10-30
68250,60440839,tcm:526-418532,0,02-27
41910,21717468,tcm:526-12167,0,10-30
63727,80751782,tcm:526-22867,0,10-30
78103,51332454,tcm:526-249037,0,04-25
27847,73408801,tcm:526-679101,0,04-25
60783,48684884,tcm:526-273898,0,01-30
27376,88822933,tcm:526-656536,0,04-25
36638,56124946,tcm:526-22867,0,10-30
65743,65908968,tcm:526-12174,0,04-25
16972,33226655,tcm:526-385364,0,01-30
12424,48425803,tcm:526-149043,0,06-26
35637,24129890,tcm:526-22867,0,10-30
9343,94609840,tcm:526-40469,0,07-24
65904,48760448,tcm:526-707567,0,09-26
37168,59296278,tcm:526-13782,0,08-28
76096,21678499,tcm:526-224772,0,02-27
9522,28829784,tcm:526-149043,1,06-26
7066,63423394,tcm:526-22867,1,08-28
63346,27157947,tcm:526-12180,0,03-27
16698,70986568,tcm:526-12174,0,06-26
29600,56990517,tcm:526-12174,0,07-24
29811,8545330,tcm:526-261006,1,01-30
26141,11847682,tcm:526-551763,0,02-27
9910,98501471,tcm:526-385364,0,01-30
27515,90685835,tcm:526-670542,0,03-27
71168,11946051,tcm:526-12174,0,08-28
30279,57396076,tcm:526-653510,0,07-24
71017,57786997,tcm:526-782343,0,01-30
18810,86946414,tcm:526-248966,0,10-30
5551,74699348,tcm:526-12174,0,08-28
42341,75667100,tcm:526-10849,0,09-26
51755,80292489,tcm:526-12174,0,08-28
72381,31084445,tcm:526-492865,0,02-27
41421,30548561,tcm:526-80807,0,03-27
22484,93914554,tcm:526-249037,0,04-25
5292,36912302,tcm:526-209028,1,01-30
44545,28611922,tcm:526-388698,0,04-25
57946,30158480,tcm:526-249037,1,04-25
54640,24409890,tcm:526-239640,0,07-24
8344,10206289,tcm:526-22867,0,08-28
45825,35925333,tcm:526-784445,0,01-30
18509,55499139,tcm:526-346380,0,01-30
55091,71748204,tcm:526-248966,0,10-30
57843,25349443,tcm:526-10838,0,08-28
79173,8761263,tcm:526-653510,0,05-30
31058,21616800,tcm:526-40469,0,07-24
46888,894173,tcm:526-40469,0,07-24
50571,58501176,tcm:526-346380,1,01-30
30265,57396076,tcm:526-273898,0,01-30
27593,42937108,tcm:526-224772,0,02-27
22303,39755942,tcm:526-116442,0,09-26
32261,48797292,tcm:526-261006,0,01-30
61957,25416695,tcm:526-346380,0,01-30
40246,71482759,tcm:526-12174,0,07-24
39914,64920697,tcm:526-782343,0,04-25
69179,48473068,tcm:526-655038,0,01-30
13599,9457433,tcm:526-551763,0,02-27
78594,31712138,tcm:526-674187,0,03-27
44101,90734909,tcm:526-12180,1,03-27
31024,87049516,tcm:526-116442,0,09-26
72122,26715024,tcm:526-149043,0,05-30
37327,1568403,tcm:526-12174,0,08-28
13976,55919570,tcm:526-22867,0,10-30
37746,40497081,tcm:526-116442,0,05-30
349,21638664,tcm:526-12174,0,09-26
4713,35849431,tcm:526-273898,0,01-30
3280,55952345,tcm:526-228258,0,02-27
30353,1842950,tcm:526-695181,0,08-28
38536,84745535,tcm:526-93195,0,05-30
73183,1828956,tcm:526-187302,0,02-27
66003,46374817,tcm:526-258965,0,09-26
63349,27157947,tcm:526-681575,0,03-27
68598,27711499,tcm:526-16645,0,07-24
34560,68366258,tcm:526-208086,0,10-30
24817,54746273,tcm:526-249037,1,04-25
34661,47871872,tcm:526-208086,0,06-26
53466,73673636,tcm:526-208086,0,10-30
16690,70986568,tcm:526-258965,0,09-26
45496,5607561,tcm:526-249037,0,04-25
1606,50953371,tcm:526-237984,0,06-26
50698,96395461,tcm:526-682576,0,03-27
66844,81753916,tcm:526-13782,0,08-28
66288,77497898,tcm:526-249921,0,02-27
49949,67695988,tcm:526-653510,0,05-30
5159,58959607,tcm:526-164352,0,05-30
63470,30821451,tcm:526-695181,0,08-28
62047,76498959,tcm:526-418532,0,02-27
39851,96126295,tcm:526-244935,0,06-26
1630,37478512,tcm:526-679101,0,04-25
8670,15448959,tcm:526-653510,0,06-26
38891,52475796,tcm:526-684643,0,04-25
33984,21036894,tcm:526-13782,1,07-24
58842,59848676,tcm:526-654768,0,03-27
64541,45552080,tcm:526-707567,0,09-26
11572,12488474,tcm:526-116442,0,09-26
1171,66966434,tcm:526-707567,0,09-26
64560,45552080,tcm:526-674187,0,03-27
7046,63423394,tcm:526-682576,0,03-27
33937,88397979,tcm:526-782343,0,01-30
37280,1568403,tcm:526-116442,0,10-30
63237,52303329,tcm:526-80807,1,03-27
7168,76211060,tcm:526-208086,0,07-24
62359,11574417,tcm:526-16645,0,05-30
49216,77071928,tcm:526-93195,0,05-30
51520,16217778,tcm:526-13782,0,08-28
11079,31437659,tcm:526-12174,0,04-25
6366,31574728,tcm:526-653510,0,06-26
18349,9707359,tcm:526-208086,0,03-27
18892,35718610,tcm:526-12174,0,04-25
3328,55952345,tcm:526-261006,0,01-30
51429,11174143,tcm:526-784445,0,01-30
75001,44593619,tcm:526-224772,0,02-27
46342,15566023,tcm:526-12174,0,05-30
47968,14853630,tcm:526-681575,1,03-27
35774,74166011,tcm:526-695181,0,08-28
73032,38617513,tcm:526-204679,0,01-30
35583,24129890,tcm:526-682576,0,03-27
76339,99455144,tcm:526-782343,0,01-30
61887,44841557,tcm:526-153236,0,10-30
45580,87205066,tcm:526-784445,0,01-30
2067,68370227,tcm:526-679101,0,04-25
37764,86090911,tcm:526-261006,1,01-30
77556,10573562,tcm:526-346380,0,01-30
48393,63974087,tcm:526-22867,1,10-30
76807,8715712,tcm:526-13782,0,08-28
40045,69204841,tcm:526-149043,0,06-26
33427,1565484,tcm:526-93195,1,04-25
70275,36595107,tcm:526-707567,0,09-26
45353,83913289,tcm:526-244935,0,06-26
51795,80292489,tcm:526-10849,0,09-26
69217,48473068,tcm:526-22867,0,08-28
40824,73576679,tcm:526-208086,0,06-26
32443,31265976,tcm:526-249037,0,04-25
65308,32353688,tcm:526-712788,0,06-26
23989,61880277,tcm:526-237984,0,06-26
41782,50348513,tcm:526-208086,0,05-30
38463,60544241,tcm:526-276414,0,02-27
38439,60544241,tcm:526-12174,0,10-30
1930,7065821,tcm:526-248966,1,10-30
20410,56460666,tcm:526-492865,0,02-27
62226,44681278,tcm:526-707567,0,09-26
25038,17639664,tcm:526-208086,0,10-30
51282,80399561,tcm:526-164352,0,05-30
27532,90685835,tcm:526-244935,1,06-26
65077,98780480,tcm:526-46242,0,05-30
47617,75379078,tcm:526-208086,0,09-26
33945,88397979,tcm:526-239640,0,08-28
68044,26712968,tcm:526-695181,1,08-28
60462,87524635,tcm:526-682576,0,03-27
78932,23262943,tcm:526-12174,0,06-26
5882,28794745,tcm:526-259315,0,10-30
69848,28892724,tcm:526-204679,0,01-30
40563,89952028,tcm:526-116442,1,10-30
79222,49088250,tcm:526-208086,0,04-25
14260,52751416,tcm:526-22867,1,08-28
28541,22994233,tcm:526-695181,0,07-24
11948,18598729,tcm:526-682576,0,03-27
2502,88216067,tcm:526-655038,0,01-30
28736,13134971,tcm:526-388698,0,04-25
34207,61258577,tcm:526-385364,0,01-30
154,95354290,tcm:526-258965,0,09-26
40125,69907882,tcm:526-682576,0,03-27
75733,10792231,tcm:526-10838,0,08-28
56095,20708651,tcm:526-149043,0,07-24
38282,86716975,tcm:526-149043,0,05-30
7088,26211712,tcm:526-782343,0,01-30
68851,70581584,tcm:526-653510,0,07-24
14834,16246822,tcm:526-784445,0,01-30
60158,62171918,tcm:526-653510,0,06-26
61317,66779764,tcm:526-261006,0,01-30
29927,49236489,tcm:526-684643,1,04-25
16640,8765291,tcm:526-707527,0,09-26
62435,11574417,tcm:526-22867,1,08-28
63171,52303329,tcm:526-679101,0,04-25
6773,21233638,tcm:526-674187,0,03-27
9033,62005676,tcm:526-187302,1,02-27
26515,17597156,tcm:526-208086,0,06-26
79597,96738148,tcm:526-231792,0,10-30
67184,63317835,tcm:526-653510,0,07-24
26820,62159474,tcm:526-187302,0,02-27
77917,58147318,tcm:526-208086,0,04-25
12669,74859511,tcm:526-237984,0,06-26
60872,41810551,tcm:526-655038,0,01-30
77997,3841728,tcm:526-418532,0,02-27
77574,10573562,tcm:526-208086,1,05-30
25557,10309819,tcm:526-231792,0,10-30
53545,80365598,tcm:526-258965,0,09-26
41860,21717468,tcm:526-208086,0,09-26
42700,83839662,tcm:526-12174,0,08-28
14052,63892357,tcm:526-153236,0,10-30
5845,22889057,tcm:526-784445,0,01-30
35668,58996382,tcm:526-70899,0,04-25
1110,74847840,tcm:526-679101,0,04-25
52865,57779338,tcm:526-187302,0,02-27
39329,21415115,tcm:526-695181,0,07-24
31812,33861494,tcm:526-12174,0,06-26
45870,52777969,tcm:526-653510,0,06-26
15840,15766287,tcm:526-116442,0,10-30
38071,5000932,tcm:526-12174,0,08-28
2773,29250674,tcm:526-16645,0,07-24
35835,45317486,tcm:526-259315,0,10-30
26670,5674577,tcm:526-93195,1,04-25
42310,53349469,tcm:526-653510,0,06-26
2428,50790231,tcm:526-16645,0,07-24
3969,42072357,tcm:526-208086,0,09-26
18813,86946414,tcm:526-116442,0,08-28
5076,55407397,tcm:526-654768,0,03-27
22557,93914554,tcm:526-707567,0,09-26
71242,65952999,tcm:526-204679,0,01-30
52204,80705264,tcm:526-10838,0,09-26
67950,1885955,tcm:526-681575,0,03-27
942,75461182,tcm:526-655038,0,01-30
66761,91554674,tcm:526-653510,0,06-26
56929,57040101,tcm:526-116442,0,08-28
64039,94100769,tcm:526-187302,0,02-27
47006,33424908,tcm:526-244935,0,07-24
27465,30087646,tcm:526-149043,0,05-30
33829,88491457,tcm:526-276414,0,02-27
20676,13048671,tcm:526-209216,0,01-30
9187,48057319,tcm:526-239640,0,07-24
30871,40451263,tcm:526-12174,0,10-30
23228,83344721,tcm:526-40469,0,07-24
78364,2204339,tcm:526-239640,0,08-28
78315,2204339,tcm:526-187302,0,02-27
62939,26442530,tcm:526-209028,0,01-30
53198,92796413,tcm:526-385364,0,01-30
50099,65182315,tcm:526-80807,0,03-27
47158,20324380,tcm:526-13782,0,07-24
14785,96584970,tcm:526-22867,0,10-30
35998,55348534,tcm:526-208086,0,09-26
54455,82703024,tcm:526-12174,0,04-25
57808,25349443,tcm:526-16645,0,05-30
14627,1796062,tcm:526-10787,0,02-27
